ANO;TITULO;AUTORES
2019;Detecting Parkinson's Disease With Sustained Phonation And Speech Signals Using Machine Learning Techniques;"""Rytis Maskeli'Nas"""
2019;Detecting Parkinson's Disease With Sustained Phonation And Speech Signals Using Machine Learning Techniques;Victor Hugo Costa De Albuquerque
2019;Developing Self-Adaptive Microservice Systems: Challenges And Directions;Nabor Das Chagas Mendonça
2019;Developing Self-Adaptive Microservice Systems: Challenges And Directions;Pooyan Jamshidi
2019;Developing Self-Adaptive Microservice Systems: Challenges And Directions;David Garlan
2019;Developing Self-Adaptive Microservice Systems: Challenges And Directions;Claus Pahl
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Joao Jose Vasco Peixoto Furtado
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Lanna Lima
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Daniel Almeida Chagas
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Vládia Pinheiro
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Carlos Caminha
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Elizabeth Furtado
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Matheus Mafra
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;João José Peixoto Furtado
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Lanna Sales
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Daniel Almeida Chagas
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Vladia Pinheiro
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Carlos Caminha
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Maria Elizabeth Sucupira Furtado
2019;E-Totem Digital Locative Media To Support E-Participation In Cities;Matheus Mafra
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Irfan Mehmood
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Amin Ullah
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Khan Muhammad
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Der-Jiunn Deng
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Weizhi Meng
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Fadi Al-Turjman
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Muhammad Sajjad
2019;Efficient Image Recognition And Retrieval On Iot-Assisted Energy-Constrained Platforms From Big Data Repositories;Victor Hugo Costa De Albuquerque
2019;Enabling Online Quantitative Security Analysis In 6Lowpan Networks;Alex Ramos
2019;Enabling Online Quantitative Security Analysis In 6Lowpan Networks;Ronaldo T P Milfont
2019;Enabling Online Quantitative Security Analysis In 6Lowpan Networks;Raimir Holanda Filho
2019;Enabling Online Quantitative Security Analysis In 6Lowpan Networks;Joel J P C Rodrigues
2019;Energy Production Predication Via Internet Of Thing Based Machine Learning System;Pedro P Rebouças Filho
2019;Energy Production Predication Via Internet Of Thing Based Machine Learning System;Samuel L Gomes
2019;Energy Production Predication Via Internet Of Thing Based Machine Learning System;Navar M Mendonça E Nascimento
2019;Energy Production Predication Via Internet Of Thing Based Machine Learning System;Cláudio M S Medeiros
2019;Energy Production Predication Via Internet Of Thing Based Machine Learning System;Fatma Outay
2019;Energy Production Predication Via Internet Of Thing Based Machine Learning System;Victor Hugo Costa De Albuquerque
2019;Energy-Efficient Deep Cnn For Smoke Detection In Foggy Iot Environment;Salman Khan
2019;Energy-Efficient Deep Cnn For Smoke Detection In Foggy Iot Environment;Khan Muhammad
2019;Energy-Efficient Deep Cnn For Smoke Detection In Foggy Iot Environment;Shahid Mumtaz
2019;Energy-Efficient Deep Cnn For Smoke Detection In Foggy Iot Environment;Sung Wook Baik
2019;Energy-Efficient Deep Cnn For Smoke Detection In Foggy Iot Environment;Victor Hugo Costa De Albuquerque
2019;Guest Editorial: Interactive Virtual Environments For Neuroscience;Victor Hugo Costa De Albuquerque
2019;Guest Editorial: Interactive Virtual Environments For Neuroscience;Joel J P C Rodrigues
2019;Guest Editorial: Interactive Virtual Environments For Neuroscience;Pedro Pedrosa Rebouças Filho
2019;Guest Editorial: Interactive Virtual Environments For Neuroscience;Jaime Lloret
2019;Guest Editorial: Interactive Virtual Environments For Neuroscience;Mohsen Guizani
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Lucas S Bernardo
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Angeles Quezada
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Roberto Munoz
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Fernanda Martins Maia
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Clayton R Pereira
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Wanqing Wu
2019;Handwritten Pattern Recognition For Early Parkinson's Disease Diagnosis;Victor Hugo Costa De Albuquerque
2019;Heterogeneous Methodology To Support The Early Diagnosis Of Gestational Diabetes;Egidio Gomes Filho
2019;Heterogeneous Methodology To Support The Early Diagnosis Of Gestational Diabetes;Plácido Rogerio Pinheiro
2019;Heterogeneous Methodology To Support The Early Diagnosis Of Gestational Diabetes;Mirian C D Pinheiro
2019;Heterogeneous Methodology To Support The Early Diagnosis Of Gestational Diabetes;Luciano Comin Nunes
2019;Heterogeneous Methodology To Support The Early Diagnosis Of Gestational Diabetes;Luiza B G Gomes
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Raniere Rocha Guimaraes
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Leandro A Passos
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Raimir Holanda Filho
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Victor Hugo C De Albuquerque
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Joel J P C Rodrigues
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Mikhail M Komarov
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Joao Paulo Papa
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Raniere Rocha Guimaraes
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Leandro A Passos
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Raimir Holanda Filho
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Victor Hugo Costa De Albuquerque
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Joel J P C Rodrigues
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Mikhail M Komarov
2019;Intelligent Network Security Monitoring Based On Optimum-Path Forest Clustering;Joao Paulo Papa
2019;Internet Of Things Based On Electronic And Mobile Health Systems For Blood Glucose Continuous Monitoring And Management;Jose Jorge Rodrigues Barata
2019;Internet Of Things Based On Electronic And Mobile Health Systems For Blood Glucose Continuous Monitoring And Management;Roberto Munoz
2019;Internet Of Things Based On Electronic And Mobile Health Systems For Blood Glucose Continuous Monitoring And Management;Rafael D De Carvalho Silva
2019;Internet Of Things Based On Electronic And Mobile Health Systems For Blood Glucose Continuous Monitoring And Management;Joel J P C Rodrigues
2019;Internet Of Things Based On Electronic And Mobile Health Systems For Blood Glucose Continuous Monitoring And Management;Victor Hugo Costa De Albuquerque
2019;Internet Of Things: A Survey On Machine Learning-Based Intrusion Detection Approaches;Kelton A P Da Costa
2019;Internet Of Things: A Survey On Machine Learning-Based Intrusion Detection Approaches;João P Papa
2019;Internet Of Things: A Survey On Machine Learning-Based Intrusion Detection Approaches;Celso O Lisboa
2019;Internet Of Things: A Survey On Machine Learning-Based Intrusion Detection Approaches;Roberto Munoz
2019;Internet Of Things: A Survey On Machine Learning-Based Intrusion Detection Approaches;Victor Hugo Costa De Albuquerque
2019;Iot-Based Solid Waste Management Solutions: A Survey;Kellow Pardini
2019;Iot-Based Solid Waste Management Solutions: A Survey;Joel Rodrigues
2019;Iot-Based Solid Waste Management Solutions: A Survey;Sergei Kozlov
2019;Iot-Based Solid Waste Management Solutions: A Survey;Neeraj Kumar
2019;Iot-Based Solid Waste Management Solutions: A Survey;Joao Jose Vasco Peixoto Furtado
2019;Learning Concept Drift With Ensembles Of Optimum-Path Forest-Based Classifiers;Adriana Sayuri Iwashita
2019;Learning Concept Drift With Ensembles Of Optimum-Path Forest-Based Classifiers;Victor Hugo Costa De Albuquerque
2019;Learning Concept Drift With Ensembles Of Optimum-Path Forest-Based Classifiers;João Paulo Papa
2019;Learning Keyphrases From Corpora And Knowledge Models;Raquel Silveira
2019;Learning Keyphrases From Corpora And Knowledge Models;Vasco Furtado
2019;Learning Keyphrases From Corpora And Knowledge Models;Vládia Célia Monteiro Pinheiro
2019;Loadng-Iot: An Enhanced Routing Protocol For Internet Of Things Applications Over Low Power Networks;Jose Sobral
2019;Loadng-Iot: An Enhanced Routing Protocol For Internet Of Things Applications Over Low Power Networks;Joel J P C Rodrigues
2019;Loadng-Iot: An Enhanced Routing Protocol For Internet Of Things Applications Over Low Power Networks;Ricardo Rabelo
2019;Loadng-Iot: An Enhanced Routing Protocol For Internet Of Things Applications Over Low Power Networks;Kashif Saleem
2019;Loadng-Iot: An Enhanced Routing Protocol For Internet Of Things Applications Over Low Power Networks;Joao Jose Vasco Peixoto Furtado
2019;Management Platforms And Protocols For Internet Of Things: A Survey;Jonathan Silva
2019;Management Platforms And Protocols For Internet Of Things: A Survey;Joel Rodrigues
2019;Management Platforms And Protocols For Internet Of Things: A Survey;Jalal Al-Muhtadi
2019;Management Platforms And Protocols For Internet Of Things: A Survey;Ricardo Rabêlo
2019;Management Platforms And Protocols For Internet Of Things: A Survey;Joao Jose Vasco Peixoto Furtado
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Patrícia Vasconcelos
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Elizabeth Sucupira Furtado
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Plácido Rogerio Pinheiro
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Lara Furtado
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Patrícia Vasconcelos
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Maria Elizabeth Sucupira Furtado
2019;Multidisciplinary Criteria For The Quality Of E-Learning Services Design;Plácido Pinheiro
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Shibo Cai
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Guanjun Bao
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Xiaolong Ma
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Wanqing Wu
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Gui-Bin Bian
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Joel J P C Rodrigues
2019;Parameters Optimization Of The Dust Absorbing Structure For Photovoltaic Panel Cleaning Robot Based On Orthogonal Experiment Method;Victor Hugo Costa De Albuquerque
2019;Performance Assessment Of Long-Range And Sigfox Protocols With Mobility Support;Joao Jose Vasco Peixoto Furtado
2019;Performance Assessment Of Long-Range And Sigfox Protocols With Mobility Support;Joel J P C Rodrigues
2019;Performance Evaluation Of A Fog-Assisted Iot Solution For E-Health Applications;Pedro H Vilela
2019;Performance Evaluation Of A Fog-Assisted Iot Solution For E-Health Applications;Joel J P C Rodrigues
2019;Performance Evaluation Of A Fog-Assisted Iot Solution For E-Health Applications;Petar Solic
2019;Performance Evaluation Of A Fog-Assisted Iot Solution For E-Health Applications;Kashif Saleem
2019;Performance Evaluation Of A Fog-Assisted Iot Solution For E-Health Applications;Joao Jose Vasco Peixoto Furtado
2019;Rehab Fun: An Assistive Technology In Neurological Motor Disorders Rehabilitation Of Children With Cerebral Palsy;Juliana M De Oliveira
2019;Rehab Fun: An Assistive Technology In Neurological Motor Disorders Rehabilitation Of Children With Cerebral Palsy;Roberto Munoz
2019;Rehab Fun: An Assistive Technology In Neurological Motor Disorders Rehabilitation Of Children With Cerebral Palsy;Sidarta Ribeiro
2019;Rehab Fun: An Assistive Technology In Neurological Motor Disorders Rehabilitation Of Children With Cerebral Palsy;Wanqing Wu
2019;Rehab Fun: An Assistive Technology In Neurological Motor Disorders Rehabilitation Of Children With Cerebral Palsy;Victor Hugo Costa De Albuquerque
2019;Robot-Assisted Therapy For Rehabilitation Of Children With Cerebral Palsy - A Complementary And Alternative Approach;Alex A Lins
2019;Robot-Assisted Therapy For Rehabilitation Of Children With Cerebral Palsy - A Complementary And Alternative Approach;Juliana M De Oliveira
2019;Robot-Assisted Therapy For Rehabilitation Of Children With Cerebral Palsy - A Complementary And Alternative Approach;Joel J P C Rodrigues
2019;Robot-Assisted Therapy For Rehabilitation Of Children With Cerebral Palsy - A Complementary And Alternative Approach;Victor Hugo Costa De Albuquerque
2019;Selection And Prioritization Of Software Requirements Applying Verbal Decision Analysis;Paulo A M Barbosa
2019;Selection And Prioritization Of Software Requirements Applying Verbal Decision Analysis;Plácido Rogerio Pinheiro
2019;Selection And Prioritization Of Software Requirements Applying Verbal Decision Analysis;Francisca R V Silveira
2019;Selection And Prioritization Of Software Requirements Applying Verbal Decision Analysis;Marum Simão Filho
2019;The Patient Bed Assignment Problem Solved By Autonomous Bat Algorithm;Carla Taramasco
2019;The Patient Bed Assignment Problem Solved By Autonomous Bat Algorithm;Rodrigo Olivares
2019;The Patient Bed Assignment Problem Solved By Autonomous Bat Algorithm;Roberto Munoz
2019;The Patient Bed Assignment Problem Solved By Autonomous Bat Algorithm;Ricardo Soto
2019;The Patient Bed Assignment Problem Solved By Autonomous Bat Algorithm;Matías Villar
2019;The Patient Bed Assignment Problem Solved By Autonomous Bat Algorithm;Victor Hugo Costa De Albuquerque
2019;Toc-Tum Mini-Games: An Educational Game Accessible For Deaf Culture Based On Virtual Reality;Edilson M Chaves
2019;Toc-Tum Mini-Games: An Educational Game Accessible For Deaf Culture Based On Virtual Reality;Paulo Bruno De A Braga
2019;Toc-Tum Mini-Games: An Educational Game Accessible For Deaf Culture Based On Virtual Reality;Yuri Fontenelle L Montenegro
2019;Toc-Tum Mini-Games: An Educational Game Accessible For Deaf Culture Based On Virtual Reality;Vitória B Rodrigues
2019;Toc-Tum Mini-Games: An Educational Game Accessible For Deaf Culture Based On Virtual Reality;Marilene C Munguba
2019;Toc-Tum Mini-Games: An Educational Game Accessible For Deaf Culture Based On Virtual Reality;Victor Hugo Costa De Albuquerque
2019;Towards An Optimal Resource Management For Iot Based Green And Sustainable Smart Cities;Ali Hassan Sodhro
2019;Towards An Optimal Resource Management For Iot Based Green And Sustainable Smart Cities;Sandeep Pirbhulal
2019;Towards An Optimal Resource Management For Iot Based Green And Sustainable Smart Cities;Zongwei Luo
2019;Towards An Optimal Resource Management For Iot Based Green And Sustainable Smart Cities;Victor Hugo Costa De Albuquerque
2019;Ultrasonic Sensor Signals And Self Organized Mapping With Nearest Neighbors For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Leandro B Marinho
2019;Ultrasonic Sensor Signals And Self Organized Mapping With Nearest Neighbors For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Pedro P Rebouças Filho
2019;Ultrasonic Sensor Signals And Self Organized Mapping With Nearest Neighbors For The Microstructural Characterization Of Thermally-Aged Inconel 625 Alloy;Victor Hugo Costa De Albuquerque
2019;Um Modelo De Otimização Multi-Objetivo De Demand Response Para Programação De Carga Residencial;Igor Rafael S Silva
2019;Um Modelo De Otimização Multi-Objetivo De Demand Response Para Programação De Carga Residencial;Ricardo A L Rabêlo
2019;Um Modelo De Otimização Multi-Objetivo De Demand Response Para Programação De Carga Residencial;Jaclason M Veras
2019;Um Modelo De Otimização Multi-Objetivo De Demand Response Para Programação De Carga Residencial;Plácido Rogerio Pinheiro
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;Kelton A P Da Costa
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;João P Papa
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;Leandro A Passos
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;Danilo Colombo
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;Javier Del Ser
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;Khan Muhammad
2020;A Critical Literature Survey And Prospects On Tampering And Anomaly Detection In Image Data;Victor Hugo Costa De Albuquerque
2020;A Framework Used For Analysis Of User Experience In Games;Vitor Marques Carvalho
2020;A Framework Used For Analysis Of User Experience In Games;Maria Elizabeth Sucupira Furtado
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Solon A Peixoto
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Francisco F X Vasconcelos
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Matheus T Guimarães
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Aldísio G Medeiros
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Paulo A L Rego
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Aloísio V Lira Neto
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Victor Hugo Costa De Albuquerque
2020;A High-Efficiency Energy And Storage Approach For Iot Applications Of Facial Recognition;Pedro P Rebouças Filho
2020;A Multi-Objective Artificial Butterfly Optimization Approach For Feature Selection;Douglas Rodrigues
2020;A Multi-Objective Artificial Butterfly Optimization Approach For Feature Selection;Victor Hugo Costa De Albuquerque
2020;A Multi-Objective Artificial Butterfly Optimization Approach For Feature Selection;João Paulo Papa
2020;A New Fusion Of Grey Wolf Optimizer Algorithm With A Two-Phase Mutation For Feature Selection;Mohamed Abdel-Basset
2020;A New Fusion Of Grey Wolf Optimizer Algorithm With A Two-Phase Mutation For Feature Selection;Doaa El-Shahat
2020;A New Fusion Of Grey Wolf Optimizer Algorithm With A Two-Phase Mutation For Feature Selection;Ibrahim El-Henawy
2020;A New Fusion Of Grey Wolf Optimizer Algorithm With A Two-Phase Mutation For Feature Selection;Victor Hugo Costa De Albuquerque
2020;A New Fusion Of Grey Wolf Optimizer Algorithm With A Two-Phase Mutation For Feature Selection;Seyedali Mirjalili
2020;A Novel Siamese-Based Approach For Scene Change Detection With Applications To Obstructed Routes In Hazardous Environments;Marcos C S Santana
2020;A Novel Siamese-Based Approach For Scene Change Detection With Applications To Obstructed Routes In Hazardous Environments;Leandro Aparecido Passos Junior
2020;A Novel Siamese-Based Approach For Scene Change Detection With Applications To Obstructed Routes In Hazardous Environments;Thierry P Moreira
2020;A Novel Siamese-Based Approach For Scene Change Detection With Applications To Obstructed Routes In Hazardous Environments;Danilo Colombo
2020;A Novel Siamese-Based Approach For Scene Change Detection With Applications To Obstructed Routes In Hazardous Environments;Victor Hugo Costa De Albuquerque
2020;A Novel Siamese-Based Approach For Scene Change Detection With Applications To Obstructed Routes In Hazardous Environments;Joao Paulo Papa
2020;A Short Survey On End-To-End Simple Question Answering Systems;José Wellington Franco Da Silva
2020;A Short Survey On End-To-End Simple Question Answering Systems;Amanda Drielly Pires Venceslau
2020;A Short Survey On End-To-End Simple Question Answering Systems;Juliano Efson Sales
2020;A Short Survey On End-To-End Simple Question Answering Systems;José Gilvan Rodrigues Maia
2020;A Short Survey On End-To-End Simple Question Answering Systems;Vládia Célia Monteiro Pinheiro
2020;A Short Survey On End-To-End Simple Question Answering Systems;Vânia Maria Ponte Vidal
2020;Active Balancing Mechanism For Imbalanced Medical Data In Deep Learning-Based Classification Models;Hongyi Zhang
2020;Active Balancing Mechanism For Imbalanced Medical Data In Deep Learning-Based Classification Models;Haoke Zhang
2020;Active Balancing Mechanism For Imbalanced Medical Data In Deep Learning-Based Classification Models;Sandeep Pirbhulal
2020;Active Balancing Mechanism For Imbalanced Medical Data In Deep Learning-Based Classification Models;Wanqing Wu
2020;Active Balancing Mechanism For Imbalanced Medical Data In Deep Learning-Based Classification Models;Victor Hugo Costa De Albuquerque
2020;An Interactive Simulation-Based Game Of A Manufacturing Process In Heavy Industry;Daniel Macedo Valente
2020;An Interactive Simulation-Based Game Of A Manufacturing Process In Heavy Industry;Ygor Rebouças Serpa
2020;An Interactive Simulation-Based Game Of A Manufacturing Process In Heavy Industry;Matheus Batista Nogueira
2020;An Interactive Simulation-Based Game Of A Manufacturing Process In Heavy Industry;Herbert Rocha
2020;An Interactive Simulation-Based Game Of A Manufacturing Process In Heavy Industry;Maria Andréia Formico Rodrigues
2020;An Iot Platform For The Analysis Of Brain Ct Images Based On Parzen Analysis;Róger M Sarmento
2020;An Iot Platform For The Analysis Of Brain Ct Images Based On Parzen Analysis;Francisco F X Vasconcelos
2020;An Iot Platform For The Analysis Of Brain Ct Images Based On Parzen Analysis;Pedro P Rebouças Filho
2020;An Iot Platform For The Analysis Of Brain Ct Images Based On Parzen Analysis;Victor Hugo Costa De Albuquerque
2020;Análise Comparativa De Fervura Em Recipiente Metálico E Recipiente Vítreo / Comparative Analysis Of Boiling In Metal Container And Glass Container;Levy Galas Jacob
2020;Análise Comparativa De Fervura Em Recipiente Metálico E Recipiente Vítreo / Comparative Analysis Of Boiling In Metal Container And Glass Container;João Batista Furlan Duarte
2020;Análise Comparativa De Fervura Em Recipiente Metálico E Recipiente Vítreo / Comparative Analysis Of Boiling In Metal Container And Glass Container;Edson Augusto Soares Lopes
2020;Análise Comparativa De Fervura Em Recipiente Metálico E Recipiente Vítreo / Comparative Analysis Of Boiling In Metal Container And Glass Container;Ricardo Gomes Félix Júnior
2020;Análise Comparativa De Fervura Em Recipiente Metálico E Recipiente Vítreo / Comparative Analysis Of Boiling In Metal Container And Glass Container;Claudio Matheus Silva Lobato Ferreira
2020;Análise Comparativa De Fervura Em Recipiente Metálico E Recipiente Vítreo / Comparative Analysis Of Boiling In Metal Container And Glass Container;Romário Nogueira Monteiro
2020;Artificial Intelligence Techniques Empowered Edge-Cloud Architecture For Brain Ct Image Analysis;Francisco F X Vasconcelos
2020;Artificial Intelligence Techniques Empowered Edge-Cloud Architecture For Brain Ct Image Analysis;Róger M Sarmento
2020;Artificial Intelligence Techniques Empowered Edge-Cloud Architecture For Brain Ct Image Analysis;Pedro P Rebouças Filho
2020;Artificial Intelligence Techniques Empowered Edge-Cloud Architecture For Brain Ct Image Analysis;Victor Hugo Costa De Albuquerque
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Elene Firmeza Ohata
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Gabriel Maia Bezerra
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Joao Victor Souza Das Chagas
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Aloisio Vieira Lira Neto
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Adriano Bessa Albuquerque
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Victor Hugo Costa De Albuquerque
2020;Automatic Detection Of Covid-19 Infection Using Chest X-Ray Images Through Transfer Learning;Pedro Pedrosa Reboucas Filho
2020;Automatic Neuroimage Processing And Analysis In Stroke-A Systematic Review;Roger M Sarmento
2020;Automatic Neuroimage Processing And Analysis In Stroke-A Systematic Review;Francisco F Ximenes Vasconcelos
2020;Automatic Neuroimage Processing And Analysis In Stroke-A Systematic Review;Pedro P Reboucas Filho
2020;Automatic Neuroimage Processing And Analysis In Stroke-A Systematic Review;Wanqing Wu
2020;Automatic Neuroimage Processing And Analysis In Stroke-A Systematic Review;Victor Hugo Costa De Albuquerque
2020;Building Orchestrated Microservice Systems Using Declarative Business Processes;Davi Monteiro
2020;Building Orchestrated Microservice Systems Using Declarative Business Processes;Paulo Henrique Mendes Maia
2020;Building Orchestrated Microservice Systems Using Declarative Business Processes;Lincoln S Rocha
2020;Building Orchestrated Microservice Systems Using Declarative Business Processes;Nabor Das Chagas Mendonça
2020;Cascaded Volumetric Fully Convolutional Networks For Whole-Heart And Great Vessel 3D Segmentation;Tao Han
2020;Cascaded Volumetric Fully Convolutional Networks For Whole-Heart And Great Vessel 3D Segmentation;Roberto F Ivo
2020;Cascaded Volumetric Fully Convolutional Networks For Whole-Heart And Great Vessel 3D Segmentation;Douglas De A Rodrigues
2020;Cascaded Volumetric Fully Convolutional Networks For Whole-Heart And Great Vessel 3D Segmentation;Solon A Peixoto
2020;Cascaded Volumetric Fully Convolutional Networks For Whole-Heart And Great Vessel 3D Segmentation;Victor Hugo Costa De Albuquerque
2020;Cascaded Volumetric Fully Convolutional Networks For Whole-Heart And Great Vessel 3D Segmentation;Pedro P Rebouças Filho
2020;Cloud-Assisted Multiview Video Summarization Using Cnn And Bidirectional Lstm;Tanveer Hussain
2020;Cloud-Assisted Multiview Video Summarization Using Cnn And Bidirectional Lstm;Khan Muhammad
2020;Cloud-Assisted Multiview Video Summarization Using Cnn And Bidirectional Lstm;Amin Ullah
2020;Cloud-Assisted Multiview Video Summarization Using Cnn And Bidirectional Lstm;Zehong Cao
2020;Cloud-Assisted Multiview Video Summarization Using Cnn And Bidirectional Lstm;Sung Wook Baik
2020;Cloud-Assisted Multiview Video Summarization Using Cnn And Bidirectional Lstm;Victor Hugo Costa De Albuquerque
2020;Cost-Effective Video Summarization Using Deep Cnn With Hierarchical Weighted Fusion For Iot Surveillance Networks;Khan Muhammad
2020;Cost-Effective Video Summarization Using Deep Cnn With Hierarchical Weighted Fusion For Iot Surveillance Networks;Tanveer Hussain
2020;Cost-Effective Video Summarization Using Deep Cnn With Hierarchical Weighted Fusion For Iot Surveillance Networks;Muhammad Tanveer
2020;Cost-Effective Video Summarization Using Deep Cnn With Hierarchical Weighted Fusion For Iot Surveillance Networks;Giovanna Sannino
2020;Cost-Effective Video Summarization Using Deep Cnn With Hierarchical Weighted Fusion For Iot Surveillance Networks;Victor Hugo Costa De Albuquerque
2020;Covidgan: Data Augmentation Using Auxiliary Classifier Gan For Improved Covid-19 Detection;Abdul Waheed
2020;Covidgan: Data Augmentation Using Auxiliary Classifier Gan For Improved Covid-19 Detection;Muskan Goyal
2020;Covidgan: Data Augmentation Using Auxiliary Classifier Gan For Improved Covid-19 Detection;Deepak Gupta
2020;Covidgan: Data Augmentation Using Auxiliary Classifier Gan For Improved Covid-19 Detection;Ashish Khanna
2020;Covidgan: Data Augmentation Using Auxiliary Classifier Gan For Improved Covid-19 Detection;Fadi Al-Turjman
2020;Covidgan: Data Augmentation Using Auxiliary Classifier Gan For Improved Covid-19 Detection;Plácido Rogerio Pinheiro
2020;Deep Learning For Multigrade Brain Tumor Classification In Smart Healthcare Systems: A Prospective Survey;Khan Muhammad
2020;Deep Learning For Multigrade Brain Tumor Classification In Smart Healthcare Systems: A Prospective Survey;Salman Khan
2020;Deep Learning For Multigrade Brain Tumor Classification In Smart Healthcare Systems: A Prospective Survey;Javier Del Ser
